"language","license","rightsHolder","bibliographicCitation","institutionID","datasetID","datasetName","taxonID","scientificName","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","taxonRank","scientificNameAuthorship","nomenclaturalCode"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 11","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:260455576301d23f512a9650f9936ef9","Hyalopsora polypodii (Dietel) Magnus","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Hyalopsora","polypodii","","species","(Dietel) Magnus","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 11","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:8fe069e7f3228441fb405002b038aaf1","Melampsorella caryophyllacearum J. Schröt","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Melampsorella","caryophyllacearum","","species","J.Schröt","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 11","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:cf04e2617aba99a239404b150dd8f933","Melampsorella symphyti Bubák","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Melampsorella","symphyti","","species","Bubák","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 12","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:8f40d1f544b697192379f3573ae269d8","Melampsoridium betulinum (Fr.) Kleb.","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Melampsoridium","betulinum","","species","(Fr.) Kleb.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 12","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:906765b70ce7ae6a8830ea9f7ea352f4","Milesina blechni (Syd. & P. Syd.) Syd.","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Milesina","blechni","","species","(Syd. & P.Syd.) Syd.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 12","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:8e55e76ae542346be4dfe62032aef53b","Naohidemyces vaccinii (G. Winter) S. Sato, Katsuya & Y. Hirats.","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Naohidemyces","vaccinii","","species","(G.Winter) S.Sato, Katsuya & Y.Hirats.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 12","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:587ab4ddc9826777f88853f016f295d8","Pucciniastrum agrimoniae (Dietel) Tranz.","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Pucciniastrum","agrimoniae","","species","(Dietel) Tranz.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 12","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:aafacca828222e60fccc696da7ea3a36","Pucciniastrum areolatum (Fr.) G.H. Otth","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Pucciniastrum","areolatum","","species","(Fr.) G.H.Otth","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 13","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:90d6fe85dea087e7498c225b84f9b6f3","Pucciniastrum circaeae (G. Winter) Speg. ex De Toni","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Pucciniastrum","circaeae","","species","(G.Winter) Speg. ex De Toni","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 13","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:0dc0649e0c025283a048dd3f5bd87ad7","Pucciniastrum epilobii G.H. Otth","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Pucciniastrum","epilobii","","species","G.H.Otth","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 13","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:eb70dfc7c93a1474d5c9511813562f4e","Pucciniastrum guttatum (J. Schröt.) Hyl., Jørst. & Nannf.","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Pucciniastrum","guttatum","","species","(J.Schröt.) Hyl., Jørst. & Nannf.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 13","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d620cbe6ee067694f32580d1215f2ed7","Pucciniastrum pyrolae Arthur","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Pucciniastrum","pyrolae","","species","Arthur","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:27c73923ed486210e51244b3f12aed7d","Uredinopsis filicina Magnus","Fungi","Basidiomycota","Uredinales","Pucciniastraceae  ","Uredinopsis","filicina","","species","Magnus","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:97f3e49caadf7922d441f8eb6047497f","Chrysomyxa abietis Unger","Fungi","Basidiomycota","Uredinales","Coleosporiaceae","Chrysomyxa","abietis","","species","Unger","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:c350f3f4b858d8159f4d561c6bc84e44","Chrysomyxa pyrolata G. Winter","Fungi","Basidiomycota","Uredinales","Coleosporiaceae","Chrysomyxa","pyrolata","","species","G.Winter","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed","Coleosporium tussilaginis (Pers.: Pers.) Lév. ex Tul.","Fungi","Basidiomycota","Uredinales","Coleosporiaceae","Coleosporium","tussilaginis","","species","(Pers.) Lév. ex Tul.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 15","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:8e836030e6420329d03eec88a9a015eb","Cronartium flaccidum (Alb. & Schwein.) G. Winter","Fungi","Basidiomycota","Uredinales","Cronartiaceae","Cronartium","flaccidum","","species","(Alb. & Schwein.) G.Winter","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 15","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:0d942662f590a93b6ff69a2b077327ea","Cronartium quercuum Miyabe ex Shirai  s.l.","Fungi","Basidiomycota","Uredinales","Cronartiaceae","Cronartium","quercuum","","species","Miyabe ex Shirai","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:c85d4b75235e1afab252f5cf27b00deb","Cronartium ribicola J.C. Fischer","Fungi","Basidiomycota","Uredinales","Melampsoraceae","Cronartium","ribicola","","species","J.C.Fischer","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:da34f5ee1351a3ab5535f0daf8e9352e","Melampsora allii-fragilis Kleb.","Fungi","Basidiomycota","Uredinales","Melampsoraceae","Melampsora","allii-fragilis","","species","Kleb.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:60b30961bbda77831a9fbc3296450f62","Melampsora allii-populina Kleb.","Fungi","Basidiomycota","Uredinales","Melampsoraceae","Melampsora","allii-populina","","species","Kleb.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:f2bdc4f5c2a9feecb7dd49d2b5db155f","Melampsora amygdalinae Kleb.","Fungi","Basidiomycota","Uredinales","Melampsoraceae","Melampsora","amygdalinae","","species","Kleb.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:58f197eaed5e856350d2ea9b9b2d2c5a","Melampsora capraearum Thüm.","Fungi","Basidiomycota","Uredinales","Melampsoraceae","Melampsora","capraearum","","species","Thüm.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce","Melampsora epitea Thüm.","Fungi","Basidiomycota","Uredinales","Melampsoraceae","Melampsora","epitea","","species","Thüm.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:01c0dde3e3ed3381e6ec7ae150ce7f0b","Melampsora euphorbiae (C. Schub.) Castagne","Fungi","Basidiomycota","Uredinales","Melampsoraceae","Melampsora","euphorbiae","","species","(C.Schub.) Castagne","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:d08e50d2cf69ba8396dd6f6026afda83","Melampsora hypericorum G. Winter","Fungi","Basidiomycota","Uredinales","Melampsoraceae","Melampsora","hypericorum","","species","G.Winter","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:dfa47c86afa87b67cc08c8c8cc0c6992","Melampsora laricis-pentandrae Kleb.","Fungi","Basidiomycota","Uredinales","Melampsoraceae","Melampsora","laricis-pentandrae","","species","Kleb.","ICN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","Botanical Garden Meise","Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17","http://biocol.org/urn:lsid:biocol.org:col:15605","","Catalogue of the Rust Fungi of Belgium","uredinales-belgium-checklist:taxon:501ebab0dab4c563a4aced683c7c086a","Melampsora laricis-populina Kleb.","Fungi","Basidiomycota","Uredinales","Melampsoraceae","Melampsora","laricis-populina","","species","Kleb.","ICN"
