taxonID,resourceID,relatedResourceID,relationshipOfResource,relationshipAccordingTo
uredinales-belgium-checklist:taxon:8e836030e6420329d03eec88a9a015eb,uredinales-belgium-checklist:taxon:58fc7e96d6d62e80dc390c0317a34faa,uredinales-belgium-checklist:taxon:8e836030e6420329d03eec88a9a015eb,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:0d942662f590a93b6ff69a2b077327ea,uredinales-belgium-checklist:taxon:ebc118afe09be483aea0f5cb142b1332,uredinales-belgium-checklist:taxon:0d942662f590a93b6ff69a2b077327ea,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:c85d4b75235e1afab252f5cf27b00deb,uredinales-belgium-checklist:taxon:a3a83280c6cdb4174cda186c7e734f45,uredinales-belgium-checklist:taxon:c85d4b75235e1afab252f5cf27b00deb,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:da34f5ee1351a3ab5535f0daf8e9352e,uredinales-belgium-checklist:taxon:1d90624bfd32f7a789864b3dc742d0ef,uredinales-belgium-checklist:taxon:da34f5ee1351a3ab5535f0daf8e9352e,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:60b30961bbda77831a9fbc3296450f62,uredinales-belgium-checklist:taxon:dcc528c997382e4e62363df2f5e68fe0,uredinales-belgium-checklist:taxon:60b30961bbda77831a9fbc3296450f62,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:58f197eaed5e856350d2ea9b9b2d2c5a,uredinales-belgium-checklist:taxon:4e25b095f7798816ba1a3a05d14f7539,uredinales-belgium-checklist:taxon:58f197eaed5e856350d2ea9b9b2d2c5a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:af7e266b45fa9ff4f21c6579c48f4cf7,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:01c0dde3e3ed3381e6ec7ae150ce7f0b,uredinales-belgium-checklist:taxon:ddcc5cb3ae17e170bbe58cf405e90e2e,uredinales-belgium-checklist:taxon:01c0dde3e3ed3381e6ec7ae150ce7f0b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:d08e50d2cf69ba8396dd6f6026afda83,uredinales-belgium-checklist:taxon:cffefa86a0d77534fa1991484ac5efdc,uredinales-belgium-checklist:taxon:d08e50d2cf69ba8396dd6f6026afda83,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:dfa47c86afa87b67cc08c8c8cc0c6992,uredinales-belgium-checklist:taxon:65ed1d9592b7d01579029f6385b56a13,uredinales-belgium-checklist:taxon:dfa47c86afa87b67cc08c8c8cc0c6992,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:501ebab0dab4c563a4aced683c7c086a,uredinales-belgium-checklist:taxon:b735fd0542b0a57a67bea82eddbb0fe1,uredinales-belgium-checklist:taxon:501ebab0dab4c563a4aced683c7c086a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,uredinales-belgium-checklist:taxon:19b6f34751aa7c7cba4a6d6e720e5332,uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:e6c67e2ca39edf932bad857bdcbae4e0,uredinales-belgium-checklist:taxon:bc27a0b25fea5f9b2928b88c420341f7,uredinales-belgium-checklist:taxon:e6c67e2ca39edf932bad857bdcbae4e0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:308d0dda84cf6c0303609f74d2382923,uredinales-belgium-checklist:taxon:daf902b7d74dbb2bef6fb9ece28c97db,uredinales-belgium-checklist:taxon:308d0dda84cf6c0303609f74d2382923,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:245b764e35d1fbbfd55945b74a79404f,uredinales-belgium-checklist:taxon:43d2735882724170aeff22481027eb24,uredinales-belgium-checklist:taxon:245b764e35d1fbbfd55945b74a79404f,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:3ab369d8eac1122e76d5a6990bc07ed4,uredinales-belgium-checklist:taxon:87390a41bf93dd65d535d6b9dc7550d9,uredinales-belgium-checklist:taxon:3ab369d8eac1122e76d5a6990bc07ed4,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:3f77c8a0399f2e7e15b7087b329f4dbe,uredinales-belgium-checklist:taxon:4203e540972494488a4f8c90add8d026,uredinales-belgium-checklist:taxon:3f77c8a0399f2e7e15b7087b329f4dbe,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:a4353eacc81c1b2ba031593aa486535e,uredinales-belgium-checklist:taxon:beb6be195330d55fa635716c5779a002,uredinales-belgium-checklist:taxon:a4353eacc81c1b2ba031593aa486535e,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:cdb488265203ba3e3bb5de0a1daa3cbd,uredinales-belgium-checklist:taxon:82278bc4a348af0738dd76edd4b1b7a1,uredinales-belgium-checklist:taxon:cdb488265203ba3e3bb5de0a1daa3cbd,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:90a86d6e8c6bb8b28c0b29e8802518e8,uredinales-belgium-checklist:taxon:82278bc4a348af0738dd76edd4b1b7a1,uredinales-belgium-checklist:taxon:90a86d6e8c6bb8b28c0b29e8802518e8,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:5baefb1cc0bc48544fa99cef0e18a500,uredinales-belgium-checklist:taxon:367e1e1989ea90064745d2670abaf609,uredinales-belgium-checklist:taxon:5baefb1cc0bc48544fa99cef0e18a500,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:8db7c0c1f0fba8347d007c7a6657ba37,uredinales-belgium-checklist:taxon:367e1e1989ea90064745d2670abaf609,uredinales-belgium-checklist:taxon:8db7c0c1f0fba8347d007c7a6657ba37,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:fe99c6d9561bdf72f76c48576f6f09e4,uredinales-belgium-checklist:taxon:82278bc4a348af0738dd76edd4b1b7a1,uredinales-belgium-checklist:taxon:fe99c6d9561bdf72f76c48576f6f09e4,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:1f707332aab50f779cbe87cf4d2af9ee,uredinales-belgium-checklist:taxon:0695892745256b1e678a352d29ceefbf,uredinales-belgium-checklist:taxon:1f707332aab50f779cbe87cf4d2af9ee,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 11"
uredinales-belgium-checklist:taxon:534ac53c6991764e583213923739f679,uredinales-belgium-checklist:taxon:f5c8163879bcdb617f94f163cc2cffe4,uredinales-belgium-checklist:taxon:534ac53c6991764e583213923739f679,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 12"
uredinales-belgium-checklist:taxon:f6d717f78f71db3a04aa2c1fc31e02d7,uredinales-belgium-checklist:taxon:8cb0800d850b00f962fa30f67bfe543f,uredinales-belgium-checklist:taxon:f6d717f78f71db3a04aa2c1fc31e02d7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 12"
uredinales-belgium-checklist:taxon:4be9e55981639b6c2313df107c9f3a00,uredinales-belgium-checklist:taxon:f5c8163879bcdb617f94f163cc2cffe4,uredinales-belgium-checklist:taxon:4be9e55981639b6c2313df107c9f3a00,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 12"
uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,uredinales-belgium-checklist:taxon:fd58a8f863490e8af5a6ec99da83cc08,uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 13"
uredinales-belgium-checklist:taxon:e508d8060b63e3f6293e2cedecd4f575,uredinales-belgium-checklist:taxon:0caa550cda09e12e75bdc961d840e707,uredinales-belgium-checklist:taxon:e508d8060b63e3f6293e2cedecd4f575,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:81842bf5fb03b86dacfe6ca5d5dcf72b,uredinales-belgium-checklist:taxon:a5b3621e924eb75aeac71840e910ec1a,uredinales-belgium-checklist:taxon:81842bf5fb03b86dacfe6ca5d5dcf72b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:a4194bee7e6eef7367888241b0a4ae8c,uredinales-belgium-checklist:taxon:103949977514bb036ab137c19c7952b0,uredinales-belgium-checklist:taxon:a4194bee7e6eef7367888241b0a4ae8c,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:ff7f86c10c86c26ce6fbb3d5d4cd956a,uredinales-belgium-checklist:taxon:fcecc91972537ab1c3714eed1c0e1224,uredinales-belgium-checklist:taxon:ff7f86c10c86c26ce6fbb3d5d4cd956a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:b0a0df79dcce17ac2821edc3d94608ba,uredinales-belgium-checklist:taxon:27ba5c547a18ddcb6778c25174aae755,uredinales-belgium-checklist:taxon:b0a0df79dcce17ac2821edc3d94608ba,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:4dbf77da2394ae83a857a8fd23076d61,uredinales-belgium-checklist:taxon:be3b34273da68ee3ea615cf31a9aabeb,uredinales-belgium-checklist:taxon:4dbf77da2394ae83a857a8fd23076d61,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:276e8bbad7cc2c6afe096b234d4011b0,uredinales-belgium-checklist:taxon:633c659bd50a8772bbcf82c21d5b1545,uredinales-belgium-checklist:taxon:276e8bbad7cc2c6afe096b234d4011b0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:476119a4d44e766ef9bc2881faf9d741,uredinales-belgium-checklist:taxon:81f8f376b6726d572ff1c5e19c825fd5,uredinales-belgium-checklist:taxon:476119a4d44e766ef9bc2881faf9d741,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:0c2aa27ddcb4a57ddfa530c7eb10b7c0,uredinales-belgium-checklist:taxon:cdf80866ef2198ad435419ad4b7c8ca8,uredinales-belgium-checklist:taxon:0c2aa27ddcb4a57ddfa530c7eb10b7c0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,uredinales-belgium-checklist:taxon:5a0e22fb3304f43bcc95c0373ea603dd,uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:c7567e95e60a748a240f46d0050fe3c4,uredinales-belgium-checklist:taxon:7bdd7f31be8f46122efa79528046028d,uredinales-belgium-checklist:taxon:c7567e95e60a748a240f46d0050fe3c4,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:e29dff08f91fa54891b2f4260768aab4,uredinales-belgium-checklist:taxon:dd6fd954aeefdc298c51cafa47aae5a3,uredinales-belgium-checklist:taxon:e29dff08f91fa54891b2f4260768aab4,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:db30e4164ac55bc088ba3f152100628f,uredinales-belgium-checklist:taxon:c9c49f1b8970c8b0636403d992eb19a1,uredinales-belgium-checklist:taxon:db30e4164ac55bc088ba3f152100628f,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:93f35f879326ce93d87dbc89337563ba,uredinales-belgium-checklist:taxon:a5b3621e924eb75aeac71840e910ec1a,uredinales-belgium-checklist:taxon:93f35f879326ce93d87dbc89337563ba,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289,uredinales-belgium-checklist:taxon:62c31a28eadf4815a382bb3de82de3e8,uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:ee7e4379f90f07d90fe2539098c80ea1,uredinales-belgium-checklist:taxon:c9c49f1b8970c8b0636403d992eb19a1,uredinales-belgium-checklist:taxon:ee7e4379f90f07d90fe2539098c80ea1,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 22"
uredinales-belgium-checklist:taxon:4c2af508082118cd942d179d45935d7b,uredinales-belgium-checklist:taxon:a69ed182472dbeb19db5967de2161c81,uredinales-belgium-checklist:taxon:4c2af508082118cd942d179d45935d7b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:db8bd1cd048b451ea1ad96b20376bc99,uredinales-belgium-checklist:taxon:fa18cc26626046605406538702b93752,uredinales-belgium-checklist:taxon:db8bd1cd048b451ea1ad96b20376bc99,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:19471624a8c10c102433c4f2eb7bc6a6,uredinales-belgium-checklist:taxon:2fb4016eba4c407068fe5020059a6ae5,uredinales-belgium-checklist:taxon:19471624a8c10c102433c4f2eb7bc6a6,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 23"
uredinales-belgium-checklist:taxon:d2f85a9310dd849e72e4109972848835,uredinales-belgium-checklist:taxon:eb613d63e6ec4db5d1b0f723d600869f,uredinales-belgium-checklist:taxon:d2f85a9310dd849e72e4109972848835,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 24"
