taxonID,resourceID,relatedResourceID,relationshipOfResource,relationshipAccordingTo
uredinales-belgium-checklist:taxon:43e92a517f7e13eb0ffd7122e57777fb,uredinales-belgium-checklist:taxon:5c996efd00ed194c237baba05e77b9c8,uredinales-belgium-checklist:taxon:43e92a517f7e13eb0ffd7122e57777fb,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 48"
uredinales-belgium-checklist:taxon:8fe069e7f3228441fb405002b038aaf1,uredinales-belgium-checklist:taxon:52aa81010ca179afd13ccd743207718c,uredinales-belgium-checklist:taxon:8fe069e7f3228441fb405002b038aaf1,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 11"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:813f902b5ee035a31e524a81c19d994f,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:58f197eaed5e856350d2ea9b9b2d2c5a,uredinales-belgium-checklist:taxon:9404ad543a8ff397fbe057f78a52f4a8,uredinales-belgium-checklist:taxon:58f197eaed5e856350d2ea9b9b2d2c5a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:cbbd489117aaf331dc5e0373e0a6fbab,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:501ebab0dab4c563a4aced683c7c086a,uredinales-belgium-checklist:taxon:d61ebc657dab62faf3d3f8232c4d2078,uredinales-belgium-checklist:taxon:501ebab0dab4c563a4aced683c7c086a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,uredinales-belgium-checklist:taxon:f2057c4811572dd58d779dacd35c775d,uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:245b764e35d1fbbfd55945b74a79404f,uredinales-belgium-checklist:taxon:1c940c0fec998c3caa23e9a108207a46,uredinales-belgium-checklist:taxon:245b764e35d1fbbfd55945b74a79404f,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,uredinales-belgium-checklist:taxon:7468c2bcf84aec4fbfba45ca715b8376,uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 13"
uredinales-belgium-checklist:taxon:ff7f86c10c86c26ce6fbb3d5d4cd956a,uredinales-belgium-checklist:taxon:045aadc64ec47ab744714c661ceba995,uredinales-belgium-checklist:taxon:ff7f86c10c86c26ce6fbb3d5d4cd956a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:b0a0df79dcce17ac2821edc3d94608ba,uredinales-belgium-checklist:taxon:d22b857acce268563ee004db7b1780b8,uredinales-belgium-checklist:taxon:b0a0df79dcce17ac2821edc3d94608ba,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:0c2aa27ddcb4a57ddfa530c7eb10b7c0,uredinales-belgium-checklist:taxon:042a4712a569e2ae36ea091d5f021a96,uredinales-belgium-checklist:taxon:0c2aa27ddcb4a57ddfa530c7eb10b7c0,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 19"
uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,uredinales-belgium-checklist:taxon:ada4818a242fdd96447dc01075d21de7,uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289,uredinales-belgium-checklist:taxon:455ff1257fd2dd774797e4d5104900c5,uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:ff5c573aa46967caba8b3b278c73b86b,uredinales-belgium-checklist:taxon:2bdfb2b5a3d5339a0610bf7125bb2446,uredinales-belgium-checklist:taxon:ff5c573aa46967caba8b3b278c73b86b,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 25"
uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5,uredinales-belgium-checklist:taxon:20cab825ce3e5a729755c44a4bc5613b,uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11"
uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,uredinales-belgium-checklist:taxon:7faea946bbf7864fbe1356622f89ac3b,uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,uredinales-belgium-checklist:taxon:e0f47829b1a3a7d6f24b8222157c7ea6,uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:8faa69dcef6a087147e8f5215a524f91,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,uredinales-belgium-checklist:taxon:579d4b24e64e6dba3994359cd326d61e,uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,uredinales-belgium-checklist:taxon:46692a65411a97b0abfadbb5364da049,uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 26"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:db1075d8538cc3471d8b4bcd28b78e21,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:7e9ffe279a213bdf0ca4903b67ee4633,uredinales-belgium-checklist:taxon:01ef50bbe5866720aebc609e282b8cc4,uredinales-belgium-checklist:taxon:7e9ffe279a213bdf0ca4903b67ee4633,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 41"
uredinales-belgium-checklist:taxon:c09f1e3c6b556c3931af8ba97bdd39e6,uredinales-belgium-checklist:taxon:488aeda09c88e23f5c97fe2a46efc3ac,uredinales-belgium-checklist:taxon:c09f1e3c6b556c3931af8ba97bdd39e6,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 43"
uredinales-belgium-checklist:taxon:fd5d76b3aa853e0c4c302e24f5da4a96,uredinales-belgium-checklist:taxon:2f9f0ce5fc50d28c6e171c4114a15078,uredinales-belgium-checklist:taxon:fd5d76b3aa853e0c4c302e24f5da4a96,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 45"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:04e63d08f0b5620b8ad0a1aaf8b6db53,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:58f197eaed5e856350d2ea9b9b2d2c5a,uredinales-belgium-checklist:taxon:5233e7025c943296d40bdb8954e06862,uredinales-belgium-checklist:taxon:58f197eaed5e856350d2ea9b9b2d2c5a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 16"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:d732f5cca0a3b9b4b9d414caeb04f23e,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,uredinales-belgium-checklist:taxon:d75ac10255aa691ad5ba75ccc2d04e6c,uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,uredinales-belgium-checklist:taxon:1b258e10faf24b65fd81c6fa5a9c7a0f,uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 13"
uredinales-belgium-checklist:taxon:ff7f86c10c86c26ce6fbb3d5d4cd956a,uredinales-belgium-checklist:taxon:a1b18008e860b4d10d8ba485b54a6d80,uredinales-belgium-checklist:taxon:ff7f86c10c86c26ce6fbb3d5d4cd956a,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,uredinales-belgium-checklist:taxon:c9f2726ae42716e494e41f2d24bc4abb,uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289,uredinales-belgium-checklist:taxon:7feea499d79229578a3b3c4e68499aa5,uredinales-belgium-checklist:taxon:e903608c8102d764e7232e4ffb9c8289,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 21"
uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5,uredinales-belgium-checklist:taxon:98b36d77f58964cf9603c2800129dba1,uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11"
uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,uredinales-belgium-checklist:taxon:3790ae57544fc192186763dd621c2984,uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,uredinales-belgium-checklist:taxon:15a29a28b3926273e79f9f40d59cac04,uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:839bed1584e2b4a0fb2da71fccab1a31,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,uredinales-belgium-checklist:taxon:ec3b6995fa113d5685bfdd0b78036ec2,uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,uredinales-belgium-checklist:taxon:1f81797010c125b89f9f52976d14c8b0,uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 26"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:06868770774996fd326e517e20240607,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:7e9ffe279a213bdf0ca4903b67ee4633,uredinales-belgium-checklist:taxon:3b7508b877b71e48b52edb03e9e32a39,uredinales-belgium-checklist:taxon:7e9ffe279a213bdf0ca4903b67ee4633,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 41"
uredinales-belgium-checklist:taxon:c09f1e3c6b556c3931af8ba97bdd39e6,uredinales-belgium-checklist:taxon:1d8882404d31f584cc3c824790e70d32,uredinales-belgium-checklist:taxon:c09f1e3c6b556c3931af8ba97bdd39e6,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 43"
uredinales-belgium-checklist:taxon:fd5d76b3aa853e0c4c302e24f5da4a96,uredinales-belgium-checklist:taxon:68f10bb91ddcce373dd0cfb8f8ed19f3,uredinales-belgium-checklist:taxon:fd5d76b3aa853e0c4c302e24f5da4a96,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 45"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:d53a88e7cf03118d84b64fe6b68fb0b4,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:4e25b095f7798816ba1a3a05d14f7539,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,uredinales-belgium-checklist:taxon:41fd94e48b68d038c41f961cafba8bfc,uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,uredinales-belgium-checklist:taxon:2e0c72b86d843862175614e0c11c5efa,uredinales-belgium-checklist:taxon:cbc6cf54cc78296cfce736fb06521635,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 13"
uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,uredinales-belgium-checklist:taxon:5e502ea5afee122b604fc1b29340b60b,uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5,uredinales-belgium-checklist:taxon:5080c3b5544e4e9604c610f38c155a2b,uredinales-belgium-checklist:taxon:d09911a1de25c5bc7fd8b038e68dfcf5,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 11"
uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,uredinales-belgium-checklist:taxon:b9d939bc331a6926890e50c2304050ea,uredinales-belgium-checklist:taxon:52c69a707870844b6536adabd432c2f4,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 15"
uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,uredinales-belgium-checklist:taxon:68add25f98405b9d3cc5f703219df4ac,uredinales-belgium-checklist:taxon:4fc0efa241f09ec4e207e650e6e57417,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,uredinales-belgium-checklist:taxon:506641b87cb7847adef6113bada79060,uredinales-belgium-checklist:taxon:f18e3fc26c7489eed6a0a6946db52026,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 20"
uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,uredinales-belgium-checklist:taxon:690dc0561e1d6f64e592b91f5a3c90c6,uredinales-belgium-checklist:taxon:805574b220d80ddf4410212ef125ad7a,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 24"
uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,uredinales-belgium-checklist:taxon:c863e0c7afd9a1a33bab861cbcc30b91,uredinales-belgium-checklist:taxon:e4d9da127186dee7dfd3778c258e9cae,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 26"
uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,uredinales-belgium-checklist:taxon:68ebf920eeebaa4d7ba8c23878b563dd,uredinales-belgium-checklist:taxon:cbafd2017bd6fe0dd03ef2f5e5bf8e01,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 36"
uredinales-belgium-checklist:taxon:c09f1e3c6b556c3931af8ba97bdd39e6,uredinales-belgium-checklist:taxon:a8ee85af69151017d17c7e9df56042d2,uredinales-belgium-checklist:taxon:c09f1e3c6b556c3931af8ba97bdd39e6,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 43"
uredinales-belgium-checklist:taxon:fd5d76b3aa853e0c4c302e24f5da4a96,uredinales-belgium-checklist:taxon:58ea32509a6e029cbe02035a58cd706c,uredinales-belgium-checklist:taxon:fd5d76b3aa853e0c4c302e24f5da4a96,parasite of,"Vanderweyen A & Fraiture A (2012) Catalogue des Uredinales de Belgique, 3ème partie, Pucciniaceae (genre Puccinia). Lejeunia, Revue de Botanique. Page: 45"
uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,uredinales-belgium-checklist:taxon:547ff025a925ac8b1972a67d93a8f733,uredinales-belgium-checklist:taxon:ac820979a45a19fb30a5fd2c286bd1ed,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 14"
uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,uredinales-belgium-checklist:taxon:beaf15c45b7348d58ffc79956248f9fa,uredinales-belgium-checklist:taxon:023ac4abdac0e11decbba64a2da766ce,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 17"
uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,uredinales-belgium-checklist:taxon:3bf6f558260157cb21f73736c6d53bac,uredinales-belgium-checklist:taxon:0f51d8b941ecda78a7b5caaaf5bd10f7,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 1re partie, Chaconiaceae, Coleosporiaceae, Cronartiaceae, Melampsoraceae, Phragmidiaceae, Pucciniastraceae, Raveneliaceae et Uropyxidaceae. Lejeunia, Revue de Botanique. Page: 18"
uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,uredinales-belgium-checklist:taxon:3980775e57213251b2bcca499e00ba3d,uredinales-belgium-checklist:taxon:958c8eb6297e3ce6ce245d56c2de4852,parasite of,"Vanderweyen A & Fraiture A (2009) Catalogue des Uredinales de Belgique, 2ème partie, Pucciniaceae (sauf Puccinia)(suite 2). Lejeunia, Revue de Botanique. Page: 20"
